(8194, '10ανακυψασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5705, 'ηλικια', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1084, 'ηλικιαν', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(14372, 'ηλικιασ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14732, 'ηλικον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(922, 'ηλιον', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(2301, 'ηλιοσ', 16, 'N/A', 'N/A', 'N/A', 'N/A')
(2144, 'ηλιου', 16, 'N/A', 'N/A', 'N/A', 'N/A')
(7332, 'ηλιω', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6991, 'ηλκωμενοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(11647, 'ηλλαξαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10055, 'ηλλετο', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7484, 'ηλπιζεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7643, 'ηλπιζομεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13442, 'ηλπικαμεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8024, 'ηλπικατε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15257, 'ηλπικεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15369, 'ηλπικεναι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13306, 'ηλπικοτεσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(13726, 'ηλπισαμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8788, 'ηλων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8249, 'ημαρτεν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(12899, 'ημαρτεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17223, 'ημαρτηκαμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3923, 'ημαρτον', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(1006, 'ημασ', 198, 'N/A', 'N/A', 'N/A', 'N/A')
(3418, 'ημεθα', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(1001, 'ημεισ', 136, 'N/A', 'N/A', 'N/A', 'N/A')
(16051, 'ημελησα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6110, 'ημελλεν', 16, 'N/A', 'N/A', 'N/A', 'N/A')
(17483, 'ημελλεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17763, 'ημελλον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3417, 'ημεν', 18, 'N/A', 'N/A', 'N/A', 'N/A')
(1121, 'ημερα', 137, 'N/A', 'N/A', 'N/A', 'N/A')
(1514, 'ημεραι', 27, 'N/A', 'N/A', 'N/A', 'N/A')
(196, 'ημεραισ', 55, 'N/A', 'N/A', 'N/A', 'N/A')
(2975, 'ημεραν', 66, 'N/A', 'N/A', 'N/A', 'N/A')
(528, 'ημερασ', 137, 'N/A', 'N/A', 'N/A', 'N/A')
(1854, 'ημερων', 25, 'N/A', 'N/A', 'N/A', 'N/A')
(17215, 'ημετερα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8943, 'ημετεραισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12453, 'ημετεραν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11246, 'ημετερασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15700, 'ημετεροι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15576, 'ημετεροισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11113, 'ημετερον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17227, 'ημετερων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3694, 'ημην', 17, 'N/A', 'N/A', 'N/A', 'N/A')
(6449, 'ημιθανη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(499, 'ημιν', 211, 'N/A', 'N/A', 'N/A', 'N/A')
(7165, 'ημιση', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7166, 'ημισια', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4595, 'ημισουσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17800, 'ημισυ', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(17662, 'ημιωριον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9397, 'ημυνατο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1838, 'ημφιεσμενον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(178, 'ημων', 488, 'N/A', 'N/A', 'N/A', 'N/A')
(104, 'ην', 500, 'N/A', 'N/A', 'N/A', 'N/A')
(11266, 'ηναγκαζον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13964, 'ηναγκασατε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2425, 'ηναγκασεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14053, 'ηναγκασθη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11579, 'ηναγκασθην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4828, 'ηνεγκα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4838, 'ηνεγκαν', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(2390, 'ηνεγκεν', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(13874, 'ηνειχεσθε', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(10485, 'ηνεσχομην', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2387, 'ηνεχθη', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17536, 'ηνεωγμενη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17502, 'ηνεωγμενην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17761, 'ηνεωγμενον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(8265, 'ηνεωξεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(18128, 'ηνεωχθη', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(509, 'ηνεωχθησαν', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(13531, 'ηνικα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9863, 'ηνοιγη', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(4738, 'ηνοιγησαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(18126, 'ηνοιξαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8264, 'ηνοιξεν', 23, 'N/A', 'N/A', 'N/A', 'N/A')
(9862, 'ηνοιχθη', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(18127, 'ηνοιχθησαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7784, 'ηντληκοτεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3439, 'ηξει', 11, 'N/A', 'N/A', 'N/A', 'N/A')
(10193, 'ηξιου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6125, 'ηξιωσα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15807, 'ηξιωται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1331, 'ηξουσιν', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(17474, 'ηξω', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(17507, 'ηξωσιν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15144, 'ηπατηθη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12287, 'ηπειθησαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12284, 'ηπειθησατε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10545, 'ηπειθουν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16863, 'ηπειλει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8453, 'ηπερ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14891, 'ηπιοι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15475, 'ηπιον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5324, 'ηπιστησαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7624, 'ηπιστουν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4579, 'ηπορει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4668, 'ηπτοντο', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5783, 'ηρ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2392, 'ηραν', 14, 'N/A', 'N/A', 'N/A', 'N/A')
(4765, 'ηρατε', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(10456, 'ηργαζετο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3641, 'ηργασατο', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(13769, 'ηρεθισεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15117, 'ηρεμον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3563, 'ηρεν', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(2374, 'ηρεσεν', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(14029, 'ηρεσκον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2002, 'ηρετισα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(18064, 'ηρημωθη', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(18002, 'ηρημωμενην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6340, 'ηρθη', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(1769, 'ηριθμημεναι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6593, 'ηριθμηνται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8818, 'ηριστησαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14764, 'ηρκεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8759, 'ηρμενον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13867, 'ηρμοσαμην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5199, 'ηρνειτο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15502, 'ηρνημενοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9424, 'ηρνησαντο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9068, 'ηρνησασθε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(3900, 'ηρνησατο', 10, 'N/A', 'N/A', 'N/A', 'N/A')
(17457, 'ηρνησω', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15265, 'ηρνηται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1951, 'ηρξαντο', 23, 'N/A', 'N/A', 'N/A', 'N/A')
(618, 'ηρξατο', 45, 'N/A', 'N/A', 'N/A', 'N/A')
(13946, 'ηρπαγη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9583, 'ηρπασεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17832, 'ηρπασθη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14837, 'ηρτυμενοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4252, 'ηρχετο', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(4230, 'ηρχοντο', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(9619, 'ηρχου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2375, 'ηρωδη', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(296, 'ηρωδην', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(215, 'ηρωδησ', 37, 'N/A', 'N/A', 'N/A', 'N/A')
(2365, 'ηρωδιαδα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2373, 'ηρωδιαδοσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(3256, 'ηρωδιανων', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(4575, 'ηρωδιασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12544, 'ηρωδιωνα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(197, 'ηρωδου', 17, 'N/A', 'N/A', 'N/A', 'N/A')
(2621, 'ηρωτα', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(4356, 'ηρωτησαν', 12, 'N/A', 'N/A', 'N/A', 'N/A')
(5913, 'ηρωτησεν', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(2546, 'ηρωτουν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2545, 'ηρωτων', 9, 'N/A', 'N/A', 'N/A', 'N/A')
(88, 'ησ', 60, 'N/A', 'N/A', 'N/A', 'N/A')
(4154, 'ησαια', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9563, 'ησαιαν', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(2489, 'ησαιασ', 10, 'N/A', 'N/A', 'N/A', 'N/A')
(390, 'ησαιου', 11, 'N/A', 'N/A', 'N/A', 'N/A')
(630, 'ησαν', 112, 'N/A', 'N/A', 'N/A', 'N/A')
(12125, 'ησαυ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(17378, 'ησεβησαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3898, 'ησθα', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(7936, 'ησθενει', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(13907, 'ησθενηκαμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3698, 'ησθενησα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13906, 'ησθενησαμεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14594, 'ησθενησεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5996, 'ησθιον', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(4826, 'ησπαζοντο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5473, 'ησπασατο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13099, 'ησσον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(13971, 'ησσωθητε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15384, 'ηστοχησαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14941, 'ησυχαζειν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10824, 'ησυχασαμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6782, 'ησυχασαν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(15138, 'ησυχια', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10908, 'ησυχιαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15048, 'ησυχιασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15118, 'ησυχιον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16879, 'ησυχιου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4101, 'ησφαλισαντο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10283, 'ησφαλισατο', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(15044, 'ητακτησαμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8221, 'ητε', 23, 'N/A', 'N/A', 'N/A', 'N/A')
(17281, 'ητηκαμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9970, 'ητησαντο', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7880, 'ητησασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9070, 'ητησασθε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8606, 'ητησατε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4071, 'ητησατο', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(5006, 'ητιμασαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16552, 'ητιμασατε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5005, 'ητιμωμενον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4085, 'ητισ', 46, 'N/A', 'N/A', 'N/A', 'N/A')
(11960, 'ητοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3214, 'ητοιμακα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3213, 'ητοιμασα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(3765, 'ητοιμασαν', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(5649, 'ητοιμασασ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12648, 'ητοιμασεν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(3688, 'ητοιμασμενην', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17734, 'ητοιμασμενοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17712, 'ητοιμασμενοισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3714, 'ητοιμασμενον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(3036, 'ητοιμασται', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5213, 'ητουντο', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(13970, 'ηττηθητε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12235, 'ηττημα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17152, 'ηττηται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13098, 'ηττον', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(17155, 'ηττωνται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13419, 'ητω', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10397, 'ηυκαιρουν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1879, 'ηυλησαμεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7362, 'ηυλιζετο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3120, 'ηυλισθη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5566, 'ηυξανεν', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(6747, 'ηυξησεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(16222, 'ηυρισκετο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5169, 'ηυρισκον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8986, 'ηυφρανθη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11641, 'ηυχαριστησαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12106, 'ηυχομην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11445, 'ηυχοντο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4207, 'ηφιεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9574, 'ηχθη', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(11550, 'ηχθημεν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(14363, 'ηχμαλωτευσεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5888, 'ηχοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7337, 'ηχουσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7336, 'ηχουσησ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(11798, 'ηχρειωθησαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(11799, 'ηχρεωθησαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16391, 'ηχω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13179, 'ηχων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2467, 'ηψαντο', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1284, 'ηψατο', 19, 'N/A', 'N/A', 'N/A', 'N/A')
(18218, 'θ', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(18231, 'θc', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13423, 'θα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4318, 'θαδδαιον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1643, 'θαδδαιοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1394, 'θαλασσα', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(621, 'θαλασσαν', 47, 'N/A', 'N/A', 'N/A', 'N/A')
(1379, 'θαλασση', 15, 'N/A', 'N/A', 'N/A', 'N/A')
(604, 'θαλασσησ', 35, 'N/A', 'N/A', 'N/A', 'N/A')
(14460, 'θαλπει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14893, 'θαλπη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(26, 'θαμαρ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5886, 'θαμβοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9056, 'θαμβουσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5342, 'θανασιμον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13370, 'θανατε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(16611, 'θανατηφορου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13912, 'θανατοισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1717, 'θανατον', 25, 'N/A', 'N/A', 'N/A', 'N/A')
(11902, 'θανατοσ', 30, 'N/A', 'N/A', 'N/A', 'N/A')
(616, 'θανατου', 57, 'N/A', 'N/A', 'N/A', 'N/A')
(12092, 'θανατουμεθα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13651, 'θανατουμενοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12035, 'θανατουτε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2480, 'θανατω', 15, 'N/A', 'N/A', 'N/A', 'N/A')
(16916, 'θανατωθεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3914, 'θανατωσαι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1720, 'θανατωσουσιν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(3874, 'θανατωσωσιν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(5799, 'θαρα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5800, 'θαρρα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13816, 'θαρρησαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13593, 'θαρρουμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16443, 'θαρρουντασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13588, 'θαρρουντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13718, 'θαρρω', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1450, 'θαρσει', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(2441, 'θαρσειτε', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(11567, 'θαρσοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13896, 'θαυμα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(3948, 'θαυμαζειν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8000, 'θαυμαζετε', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(7987, 'θαυμαζητε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5652, 'θαυμαζοντεσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6384, 'θαυμαζοντων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14021, 'θαυμαζω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7628, 'θαυμαζων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2567, 'θαυμασαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7272, 'θαυμασαντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10003, 'θαυμασατε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7817, 'θαυμασησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15005, 'θαυμασθηναι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17995, 'θαυμασθησονται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3111, 'θαυμασια', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17994, 'θαυμασονται', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17940, 'θαυμαστα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3198, 'θαυμαστη', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8274, 'θαυμαστον', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(1373, 'θαψαι', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(9210, 'θαψαντων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(950, 'θεαθηναι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10604, 'θεασ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(8384, 'θεασαμενοι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5331, 'θεασαμενοισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7743, 'θεασαμενοσ', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(1831, 'θεασασθαι', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(7917, 'θεασασθε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16193, 'θεατριζομενοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10613, 'θεατρον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(4032, 'θεε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17013, 'θειασ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5952, 'θειναι', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(7084, 'θειον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(11638, 'θειοτησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17747, 'θειου', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7430, 'θεισ', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(17912, 'θειω', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(17743, 'θειωδεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2658, 'θελει', 21, 'N/A', 'N/A', 'N/A', 'N/A')
(12014, 'θελειν', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(2239, 'θελεισ', 20, 'N/A', 'N/A', 'N/A', 'N/A')
(1861, 'θελετε', 20, 'N/A', 'N/A', 'N/A', 'N/A')
(2662, 'θελη', 16, 'N/A', 'N/A', 'N/A', 'N/A')
(996, 'θελημα', 46, 'N/A', 'N/A', 'N/A', 'N/A')
(9975, 'θεληματα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7523, 'θεληματι', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(7713, 'θεληματοσ', 14, 'N/A', 'N/A', 'N/A', 'N/A')
(1280, 'θελησ', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(7205, 'θελησαντασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12756, 'θεληση', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(15771, 'θελησιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13950, 'θελησω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17793, 'θελησωσιν', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(1181, 'θελητε', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(5530, 'θελοι', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(2071, 'θελομεν', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(903, 'θελοντα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17176, 'θελοντασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6244, 'θελοντεσ', 9, 'N/A', 'N/A', 'N/A', 'N/A')
